ticket_id,category_id,agent_id,priority,status,created_at,first_response_at,resolved_at,root_cause,resolution_type,escalation_flag,customer_impact,description
TCK-0000001,3,23,P3,Resolved,2026-06-15 13:48:43+00:00,2026-06-15 14:27:47.524082709+00:00,2026-06-15 19:21:45.810055125+00:00,Monitoring Noise,Vendor Fix,False,Low,P3 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0005403,11,3,P3,Resolved,2026-02-14 06:31:47+00:00,2026-02-14 07:05:57.932854563+00:00,2026-02-14 15:03:29.893651251+00:00,Code Regression,Code Fix,False,None,P3 Billing/Payments: processor decline spike; suspected Code Regression.
TCK-0005404,7,31,P3,Closed,2026-04-08 15:42:24+00:00,2026-04-08 16:29:58.127837959+00:00,2026-04-08 18:22:52.219612120+00:00,Documentation Gap,Monitoring Update,False,Low,P3 Application/API: elevated 5xx rate; suspected Documentation Gap.
TCK-0005405,2,33,P3,Resolved,2026-04-10 07:36:34+00:00,2026-04-10 08:02:48.547879858+00:00,2026-04-10 11:54:31.837654069+00:00,Configuration,Restart,False,High,P3 Network/DNS: incorrect record propagation; suspected Configuration.
TCK-0005406,10,12,P3,Closed,2026-06-23 07:52:43+00:00,2026-06-23 08:27:25.675226926+00:00,2026-06-23 19:59:58.424302749+00:00,Customer Error,User Education,False,Low,P3 Billing/Invoice: missing billing contact; suspected Customer Error.
TCK-0005407,10,33,P3,Resolved,2026-05-04 09:57:04+00:00,2026-05-04 09:59:30.320054851+00:00,2026-05-04 21:25:27.949509130+00:00,Configuration,Config Change,False,Low,P3 Billing/Invoice: invoice mismatch; suspected Configuration.
TCK-0005408,12,12,P2,Resolved,2026-02-28 09:44:22+00:00,2026-02-28 11:23:45.036580905+00:00,2026-03-01 09:40:09.816910885+00:00,Configuration,Code Fix,False,High,P2 Integrations/Webhook: signature validation failure; suspected Configuration.
TCK-0005409,10,30,P2,Resolved,2026-03-10 11:00:59+00:00,2026-03-10 11:13:13.978601273+00:00,2026-03-10 15:52:03.089719195+00:00,Configuration,Monitoring Update,False,Medium,P2 Billing/Invoice: missing billing contact; suspected Configuration.
TCK-0005410,1,27,P3,Resolved,2026-07-07 12:40:49+00:00,2026-07-07 13:09:08.221571509+00:00,2026-07-07 15:57:41.649628780+00:00,Configuration,Monitoring Update,False,High,P3 Network/VPN: slow split-tunnel routing; suspected Configuration.
TCK-0005411,10,2,P3,Resolved,2026-04-22 03:23:12+00:00,2026-04-22 03:34:45.625689532+00:00,2026-04-22 21:07:48.716780140+00:00,Configuration,Config Change,False,Medium,P3 Billing/Invoice: missing billing contact; suspected Configuration.
TCK-0005412,5,7,P4,Resolved,2026-05-12 16:24:51+00:00,2026-05-12 16:33:44.833790264+00:00,2026-05-12 18:59:29.142229562+00:00,,Vendor Fix,False,Low,P4 Application/Login: session timeout reports; suspected unknown root cause pending RCA.
TCK-0005413,6,9,P4,Resolved,2026-05-27 11:52:20+00:00,2026-05-27 14:01:59.497508305+00:00,2026-05-27 19:26:30.480054786+00:00,Code Regression,Config Change,False,Low,P4 Application/Checkout: payment handoff error; suspected Code Regression.
TCK-0005414,14,16,P3,Closed,2026-03-29 14:22:41+00:00,2026-03-29 14:34:33.026926374+00:00,2026-03-29 17:25:52.696461200+00:00,Configuration,Config Change,False,Low,P3 Observability/Alerts: threshold drift; suspected Configuration.
TCK-0005415,4,24,P2,Closed,2026-05-01 07:16:42+00:00,2026-05-01 07:26:30.916286710+00:00,2026-05-01 11:33:11.776056464+00:00,,User Education,False,Medium,P2 Platform/Database: slow queries; suspected unknown root cause pending RCA.
TCK-0005416,5,31,P3,Closed,2026-05-04 19:34:23+00:00,2026-05-04 22:10:24.095758292+00:00,2026-05-05 04:02:47.168682375+00:00,Authentication,Knowledge Base,False,Low,P3 Application/Login: password reset failures; suspected Authentication.
TCK-0005417,2,28,P2,Closed,2026-05-14 20:38:52+00:00,2026-05-14 21:51:35.275168382+00:00,2026-05-14 21:47:53.489626448+00:00,Vendor Outage,Restart,False,Low,P2 Network/DNS: intermittent name resolution; suspected Vendor Outage.
TCK-0005418,14,6,P3,Resolved,2026-04-01 11:35:18+00:00,2026-04-01 13:38:02.979908938+00:00,2026-04-01 14:18:06.446624337+00:00,Monitoring Noise,Monitoring Update,False,High,P3 Observability/Alerts: threshold drift; suspected Monitoring Noise.
TCK-0005419,5,34,P3,Resolved,2026-07-20 17:00:51+00:00,2026-07-20 17:36:03.761928095+00:00,2026-07-20 21:04:13.156600353+00:00,Authentication,Restart,False,Low,P3 Application/Login: failed sign-in attempts; suspected Authentication.
TCK-0005420,11,26,P3,Resolved,2026-04-19 23:32:42+00:00,2026-04-19 23:45:32.250594372+00:00,2026-04-20 14:32:21.838736277+00:00,Code Regression,User Education,False,Low,P3 Billing/Payments: processor decline spike; suspected Code Regression.
TCK-0005421,5,25,P2,Resolved,2026-06-25 19:34:23+00:00,2026-06-25 20:08:32.899063912+00:00,2026-06-26 00:43:48.332274239+00:00,Code Regression,Code Fix,False,Low,P2 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0005422,8,16,P2,Resolved,2026-04-30 15:34:10+00:00,2026-04-30 16:10:30.839279758+00:00,2026-04-30 19:16:57.161861459+00:00,,Config Change,False,Low,P2 Security/SSO: identity provider timeout; suspected unknown root cause pending RCA.
TCK-0005423,13,9,P3,Resolved,2026-04-12 13:44:40+00:00,2026-04-12 16:36:46.565940731+00:00,2026-04-12 18:07:20.739254338+00:00,Data Sync,User Education,False,Low,P3 Integrations/CRM Sync: sync job backlog; suspected Data Sync.
TCK-0005424,1,25,P3,Closed,2026-05-15 18:44:16+00:00,2026-05-15 19:38:40.946113972+00:00,2026-05-16 06:41:29.686085764+00:00,Network Latency,Vendor Fix,False,None,P3 Network/VPN: users unable to establish tunnel; suspected Network Latency.
TCK-0005425,10,4,P1,Closed,2026-06-12 14:32:16+00:00,2026-06-12 14:44:29.131742929+00:00,2026-06-12 22:21:17.211194728+00:00,Data Sync,Code Fix,False,High,P1 Billing/Invoice: invoice mismatch; suspected Data Sync.
TCK-0005426,5,31,P2,Resolved,2026-03-02 21:42:14+00:00,2026-03-02 22:12:37.520410408+00:00,2026-03-03 00:44:25.179965808+00:00,Code Regression,Config Change,False,Low,P2 Application/Login: session timeout reports; suspected Code Regression.
TCK-0005427,3,17,P4,Closed,2026-06-03 04:27:10+00:00,2026-06-03 08:07:46.618707752+00:00,2026-06-05 17:41:51.873721931+00:00,Configuration,Monitoring Update,False,None,P4 Platform/Compute: pod scheduling delay; suspected Configuration.
TCK-0005428,13,23,P3,Resolved,2026-05-05 00:01:19+00:00,2026-05-05 01:20:04.398695672+00:00,2026-05-05 09:12:18.427280050+00:00,Data Sync,User Education,True,High,P4 Integrations/CRM Sync: sync job backlog; suspected Data Sync.
TCK-0005429,13,26,P3,Closed,2026-02-05 23:39:12+00:00,2026-02-06 01:42:41.757066137+00:00,2026-02-06 16:35:08.720750229+00:00,Data Sync,Knowledge Base,False,Medium,P3 Integrations/CRM Sync: stale customer record; suspected Data Sync.
TCK-0005430,2,4,P2,Closed,2026-05-25 14:53:41+00:00,2026-05-25 15:07:07.085407849+00:00,2026-05-26 10:13:27.153330347+00:00,Configuration,Config Change,False,Medium,P2 Network/DNS: incorrect record propagation; suspected Configuration.
TCK-0005431,14,18,P3,Resolved,2026-06-24 08:11:32+00:00,2026-06-24 08:31:36.588894775+00:00,2026-06-24 11:14:03.246151874+00:00,Configuration,Knowledge Base,False,Low,P3 Observability/Alerts: missing notification; suspected Configuration.
TCK-0005432,13,23,P3,Resolved,2026-05-14 01:39:22+00:00,2026-05-14 03:29:35.811680388+00:00,2026-05-14 13:28:07.943579243+00:00,Permissions,Knowledge Base,False,High,P3 Integrations/CRM Sync: duplicate account mapping; suspected Permissions.
TCK-0005433,9,25,P3,Resolved,2026-05-23 16:12:18+00:00,2026-05-23 16:53:14.097402754+00:00,2026-05-24 03:35:01.885958843+00:00,Permissions,Vendor Fix,False,Low,P3 Security/Access Review: approval workflow delay; suspected Permissions.
TCK-0005434,12,19,P4,Resolved,2026-04-30 20:16:36+00:00,2026-04-30 21:37:20.678240301+00:00,2026-05-01 02:51:43.026426556+00:00,Code Regression,Code Fix,True,Medium,P4 Integrations/Webhook: subscriber endpoint timeout; suspected Code Regression.
TCK-0005435,7,34,P2,Resolved,2026-03-08 21:40:47+00:00,2026-03-08 22:42:29.194620479+00:00,2026-03-09 02:11:16.043952074+00:00,,Knowledge Base,False,Low,P2 Application/API: token validation failures; suspected unknown root cause pending RCA.
TCK-0005436,10,30,P3,Resolved,2026-06-08 09:47:19+00:00,2026-06-08 10:42:40.157982883+00:00,2026-06-09 13:52:34.890423997+00:00,Data Sync,User Education,False,Low,P3 Billing/Invoice: invoice mismatch; suspected Data Sync.
TCK-0005437,12,30,P3,Resolved,2026-05-30 07:04:30+00:00,2026-05-30 08:31:05.034664922+00:00,2026-05-30 16:48:51.012469759+00:00,Customer Error,User Education,True,None,P3 Integrations/Webhook: signature validation failure; suspected Customer Error.
TCK-0005438,5,34,P3,Closed,2026-03-09 02:17:56+00:00,2026-03-09 02:40:56.703878494+00:00,2026-03-09 09:04:55.314246113+00:00,Code Regression,Config Change,True,Low,P3 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0005439,14,4,P3,Closed,2026-04-21 16:36:24+00:00,2026-04-21 16:42:10.972387067+00:00,2026-04-21 20:30:46.143261280+00:00,Configuration,Config Change,True,Low,P3 Observability/Alerts: noisy monitor; suspected Configuration.
TCK-0005440,6,34,P3,Resolved,2026-07-09 18:36:10+00:00,2026-07-09 19:12:08.457639513+00:00,2026-07-09 23:17:39.538945910+00:00,Code Regression,Monitoring Update,False,Medium,P3 Application/Checkout: order confirmation delay; suspected Code Regression.
TCK-0005441,7,2,P3,Resolved,2026-04-13 00:26:34+00:00,2026-04-13 03:03:59.363467881+00:00,2026-04-13 07:19:05.475914433+00:00,Documentation Gap,Monitoring Update,False,Low,P3 Application/API: elevated 5xx rate; suspected Documentation Gap.
TCK-0005442,8,9,P2,Resolved,2026-03-29 09:46:13+00:00,2026-03-29 09:59:28.819905324+00:00,2026-03-29 18:36:00.879148465+00:00,Permissions,Config Change,False,High,P2 Security/SSO: identity provider timeout; suspected Permissions.
TCK-0005443,7,36,P3,Closed,2026-03-16 09:51:44+00:00,2026-03-16 09:56:22.631341837+00:00,2026-03-16 15:47:14.403246871+00:00,Code Regression,Knowledge Base,True,Medium,P3 Application/API: rate limit confusion; suspected Code Regression.
TCK-0005444,14,34,P3,Resolved,2026-04-15 18:08:55+00:00,2026-04-15 20:00:23.429612738+00:00,2026-04-16 09:02:12.026888382+00:00,Monitoring Noise,Restart,False,Low,P3 Observability/Alerts: noisy monitor; suspected Monitoring Noise.
TCK-0005445,3,36,P4,Resolved,2026-02-20 08:36:27+00:00,2026-02-20 09:56:46.689728657+00:00,2026-02-20 16:17:52.122426031+00:00,,Code Fix,True,Medium,P4 Platform/Compute: instance health check failures; suspected unknown root cause pending RCA.
TCK-0005446,5,33,P2,Resolved,2026-05-09 13:51:48+00:00,2026-05-09 15:29:31.582109342+00:00,2026-05-09 16:53:14.722374977+00:00,Code Regression,Monitoring Update,False,Medium,P2 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0005447,4,9,P1,Resolved,2026-07-22 08:42:22+00:00,2026-07-22 08:58:38.823326763+00:00,2026-07-23 06:22:01.337669575+00:00,Data Sync,Monitoring Update,True,Critical,P1 Platform/Database: slow queries; suspected Data Sync.
TCK-0005448,13,36,P3,Resolved,2026-02-02 07:26:42+00:00,2026-02-02 08:50:05.596202564+00:00,2026-02-02 14:48:46.254615320+00:00,Permissions,Code Fix,False,Low,P3 Integrations/CRM Sync: stale customer record; suspected Permissions.
TCK-0005449,9,12,P2,Resolved,2026-02-24 12:17:10+00:00,2026-02-24 12:42:09.904666688+00:00,2026-02-24 15:59:49.486264499+00:00,Documentation Gap,Code Fix,False,Medium,P3 Security/Access Review: role mapping mismatch; suspected Documentation Gap.
TCK-0005450,4,21,P3,Resolved,2026-04-16 11:56:00+00:00,2026-04-16 12:10:17.735005637+00:00,2026-04-16 20:22:49.867476089+00:00,Code Regression,Knowledge Base,False,Critical,P3 Platform/Database: slow queries; suspected Code Regression.
TCK-0005451,6,19,P3,Resolved,2026-04-26 19:07:43+00:00,2026-04-26 21:34:11.303432711+00:00,2026-04-27 03:57:19.476094979+00:00,Vendor Outage,Knowledge Base,False,High,P3 Application/Checkout: payment handoff error; suspected Vendor Outage.
TCK-0005452,9,34,P1,Resolved,2026-07-09 14:56:45+00:00,2026-07-09 15:09:47.425576254+00:00,2026-07-09 18:33:41.796262346+00:00,Documentation Gap,Monitoring Update,False,Critical,P1 Security/Access Review: access request blocked; suspected Documentation Gap.
TCK-0005453,1,30,P3,Resolved,2026-03-28 12:58:06+00:00,2026-03-28 13:48:36.582980117+00:00,2026-03-28 16:34:50.045637535+00:00,Capacity,Config Change,False,Low,P3 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0005454,2,10,P3,Resolved,2026-05-15 16:20:21+00:00,2026-05-15 17:52:18.207820513+00:00,2026-05-15 20:07:18.004064138+00:00,Configuration,Monitoring Update,True,Low,P3 Network/DNS: service discovery timeout; suspected Configuration.
TCK-0005455,8,27,P1,Resolved,2026-03-11 15:16:19+00:00,2026-03-11 15:20:09.260950546+00:00,2026-03-11 18:00:39.694603125+00:00,Permissions,Code Fix,False,High,P1 Security/SSO: SAML assertion rejected; suspected Permissions.
TCK-0005456,8,36,P3,Closed,2026-06-05 12:22:36+00:00,2026-06-05 15:05:51.475801940+00:00,2026-06-05 16:46:16.840254522+00:00,Authentication,Code Fix,False,Medium,P3 Security/SSO: SAML assertion rejected; suspected Authentication.
TCK-0005457,1,8,P3,Closed,2026-06-08 01:46:49+00:00,2026-06-08 02:06:04.028579047+00:00,2026-06-08 09:22:18.475858377+00:00,Capacity,Vendor Fix,False,Low,P3 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0005458,13,34,P1,Closed,2026-02-12 17:07:45+00:00,2026-02-12 17:13:26.874581860+00:00,2026-02-12 22:05:14.134348544+00:00,Permissions,Config Change,False,High,P1 Integrations/CRM Sync: sync job backlog; suspected Permissions.
TCK-0005459,13,35,P3,Resolved,2026-03-22 05:11:43+00:00,2026-03-22 05:24:03.566510645+00:00,2026-03-22 12:36:44.887489762+00:00,Permissions,Monitoring Update,False,Medium,P3 Integrations/CRM Sync: stale customer record; suspected Permissions.
TCK-0005460,11,16,P3,Resolved,2026-03-23 20:49:37+00:00,2026-03-23 23:46:20.297672523+00:00,2026-03-24 14:05:22.484261256+00:00,Vendor Outage,Code Fix,False,Low,P3 Billing/Payments: refund status mismatch; suspected Vendor Outage.
TCK-0005461,1,13,P2,Resolved,2026-07-16 14:25:40+00:00,2026-07-16 15:29:20.250944742+00:00,2026-07-16 16:43:16.329476606+00:00,Capacity,User Education,False,High,P2 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0005462,12,24,P4,Resolved,2026-06-01 06:26:07+00:00,2026-06-01 06:56:23.120797564+00:00,2026-06-02 01:38:11.178618573+00:00,Code Regression,Code Fix,False,Low,P4 Integrations/Webhook: delivery retry storm; suspected Code Regression.
TCK-0005463,5,9,P2,Resolved,2026-03-05 10:52:33+00:00,2026-03-05 11:01:35.170283164+00:00,2026-03-05 12:06:31.118223126+00:00,Code Regression,Code Fix,False,Medium,P2 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0005464,1,26,P3,Resolved,2026-05-27 04:30:48+00:00,2026-05-27 06:35:15.123320420+00:00,2026-05-27 14:33:14.980066904+00:00,Network Latency,Code Fix,False,Low,P3 Network/VPN: users unable to establish tunnel; suspected Network Latency.
TCK-0005465,8,13,P4,Resolved,2026-04-20 10:07:08+00:00,2026-04-20 10:18:31.410806335+00:00,2026-04-20 19:54:35.678633591+00:00,Authentication,Config Change,False,None,P4 Security/SSO: certificate trust warning; suspected Authentication.
TCK-0005466,1,6,P3,Resolved,2026-02-20 12:18:57+00:00,2026-02-20 14:21:37.628487807+00:00,2026-02-20 19:13:07.487579063+00:00,Authentication,Knowledge Base,False,Low,P3 Network/VPN: MFA loop during remote login; suspected Authentication.
TCK-0005467,7,36,P4,Resolved,2026-07-21 09:03:19+00:00,2026-07-21 09:07:23.884722005+00:00,2026-07-21 21:45:57.903304261+00:00,Code Regression,Code Fix,True,Medium,P4 Application/API: elevated 5xx rate; suspected Code Regression.
TCK-0005468,1,22,P3,Resolved,2026-05-03 23:37:51+00:00,2026-05-04 00:58:11.659311306+00:00,2026-05-04 04:24:08.845038477+00:00,,Knowledge Base,False,Low,P3 Network/VPN: slow split-tunnel routing; suspected unknown root cause pending RCA.
TCK-0005469,7,17,P2,Resolved,2026-02-22 04:24:55+00:00,2026-02-22 04:43:06.945445980+00:00,2026-02-22 12:06:33.132988210+00:00,Documentation Gap,Monitoring Update,False,Medium,P2 Application/API: rate limit confusion; suspected Documentation Gap.
TCK-0005470,12,2,P3,Resolved,2026-04-22 14:50:38+00:00,2026-04-22 17:56:39.531641495+00:00,2026-04-23 00:21:33.225836840+00:00,Customer Error,User Education,True,Medium,P3 Integrations/Webhook: subscriber endpoint timeout; suspected Customer Error.
TCK-0005471,4,35,P2,Resolved,2026-04-27 00:31:06+00:00,2026-04-27 01:19:46.254193360+00:00,2026-04-27 08:00:30.829185634+00:00,Capacity,Config Change,False,Medium,P2 Platform/Database: slow queries; suspected Capacity.
TCK-0005472,7,31,P3,Resolved,2026-02-09 17:24:54+00:00,2026-02-09 17:56:16.551044968+00:00,2026-02-10 04:20:19.416074215+00:00,Permissions,Knowledge Base,False,Medium,P3 Application/API: rate limit confusion; suspected Permissions.
TCK-0005473,10,3,P4,Resolved,2026-04-03 09:34:25+00:00,2026-04-03 11:16:18.706766001+00:00,2026-04-03 20:35:47.606677066+00:00,,Knowledge Base,True,Medium,P4 Billing/Invoice: missing billing contact; suspected unknown root cause pending RCA.
TCK-0005474,9,15,P3,Resolved,2026-07-30 12:38:03+00:00,2026-07-30 13:08:14.845573330+00:00,2026-07-30 19:27:39.898321391+00:00,Documentation Gap,User Education,False,Low,P3 Security/Access Review: access request blocked; suspected Documentation Gap.
TCK-0005475,7,24,P4,Closed,2026-03-18 13:36:28+00:00,2026-03-18 15:01:59.395097223+00:00,2026-03-18 22:19:19.736699657+00:00,Code Regression,Config Change,False,Low,P4 Application/API: elevated 5xx rate; suspected Code Regression.
TCK-0005476,12,30,P2,Closed,2026-04-05 11:32:09+00:00,2026-04-05 11:55:40.015060862+00:00,2026-04-05 17:31:29.989644736+00:00,Code Regression,Code Fix,False,None,P2 Integrations/Webhook: signature validation failure; suspected Code Regression.
TCK-0005477,7,3,P1,Resolved,2026-02-09 00:47:14+00:00,2026-02-09 00:56:27.757468704+00:00,2026-02-09 22:01:57.297276024+00:00,Permissions,Config Change,False,High,P1 Application/API: elevated 5xx rate; suspected Permissions.
TCK-0005478,1,3,P3,Resolved,2026-03-16 08:54:50+00:00,2026-03-16 11:50:34.065816887+00:00,2026-03-16 16:56:51.655322394+00:00,Capacity,Restart,False,None,P3 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0005479,1,4,P2,Resolved,2026-03-29 18:21:21+00:00,2026-03-29 18:55:51.308288299+00:00,2026-03-30 10:21:50.156472165+00:00,Capacity,Monitoring Update,False,Low,P2 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0005480,1,20,P4,Resolved,2026-05-14 22:15:26+00:00,2026-05-14 22:17:14+00:00,2026-05-16 14:48:01.391503536+00:00,Capacity,User Education,False,Low,P4 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0005481,6,23,P3,Resolved,2026-05-11 05:41:52+00:00,2026-05-11 05:52:19.727399678+00:00,2026-05-11 20:56:32.874700587+00:00,Code Regression,Code Fix,False,High,P3 Application/Checkout: payment handoff error; suspected Code Regression.
TCK-0005482,5,4,P3,Resolved,2026-02-21 16:27:44+00:00,2026-02-21 18:21:08.917776824+00:00,2026-02-22 03:38:14.454483242+00:00,Permissions,Restart,False,None,P3 Application/Login: session timeout reports; suspected Permissions.
TCK-0005483,4,16,P2,Closed,2026-06-15 19:56:44+00:00,2026-06-15 20:15:02.865451486+00:00,2026-06-16 04:43:54.872664572+00:00,Monitoring Noise,Config Change,True,Medium,P2 Platform/Database: connection pool exhaustion; suspected Monitoring Noise.
TCK-0005484,3,14,P4,Resolved,2026-03-04 22:39:21+00:00,2026-03-05 00:58:47.546014603+00:00,2026-03-05 04:11:17.435153645+00:00,Capacity,Code Fix,False,Low,P4 Platform/Compute: instance health check failures; suspected Capacity.
TCK-0005485,6,13,P3,Closed,2026-03-23 19:18:02+00:00,2026-03-23 20:22:36.823265390+00:00,2026-03-24 02:24:24.317720382+00:00,Data Sync,Vendor Fix,False,Low,P3 Application/Checkout: order confirmation delay; suspected Data Sync.
TCK-0005486,1,22,P4,Closed,2026-02-04 01:45:32+00:00,2026-02-04 02:55:36.493491492+00:00,2026-02-04 11:47:48.074322816+00:00,Configuration,Restart,True,Low,P4 Network/VPN: slow split-tunnel routing; suspected Configuration.
TCK-0005487,8,24,P3,Resolved,2026-07-31 13:41:11+00:00,2026-07-31 16:24:19.954899105+00:00,2026-07-31 15:03:54.087785301+00:00,Permissions,Code Fix,False,Low,P3 Security/SSO: identity provider timeout; suspected Permissions.
TCK-0005488,14,5,P3,Resolved,2026-02-13 15:08:13+00:00,2026-02-13 16:01:21.037293479+00:00,2026-02-13 18:44:11.115958582+00:00,Capacity,Config Change,False,Medium,P3 Observability/Alerts: missing notification; suspected Capacity.
TCK-0005489,5,6,P2,Resolved,2026-07-09 11:41:20+00:00,2026-07-09 12:40:58.930305434+00:00,2026-07-09 17:22:01.720613133+00:00,Authentication,Monitoring Update,False,Medium,P2 Application/Login: password reset failures; suspected Authentication.
TCK-0005490,10,33,P3,Resolved,2026-06-28 09:53:12+00:00,2026-06-28 10:28:23.820931301+00:00,2026-06-29 01:14:05.641470577+00:00,Data Sync,Restart,False,None,P3 Billing/Invoice: tax calculation question; suspected Data Sync.
TCK-0005491,8,12,P4,Resolved,2026-07-15 09:46:33+00:00,2026-07-15 09:59:48.653236249+00:00,2026-07-15 12:36:56.409878329+00:00,Certificate Expiry,Code Fix,False,Low,P4 Security/SSO: identity provider timeout; suspected Certificate Expiry.
TCK-0005492,7,4,P2,Resolved,2026-05-30 13:27:20+00:00,2026-05-30 14:22:55.914353991+00:00,2026-05-30 17:55:29.125701484+00:00,Permissions,Config Change,True,Low,P2 Application/API: elevated 5xx rate; suspected Permissions.
TCK-0005493,6,14,P3,Resolved,2026-04-13 02:50:21+00:00,2026-04-13 03:56:17.265406650+00:00,2026-04-13 14:43:45.505969461+00:00,Configuration,User Education,False,Medium,P2 Application/Checkout: order confirmation delay; suspected Configuration.
TCK-0005494,8,30,P3,Resolved,2026-02-27 06:42:06+00:00,2026-02-27 06:54:30.087126604+00:00,2026-02-27 10:24:51.106687660+00:00,Certificate Expiry,Config Change,False,None,P3 Security/SSO: identity provider timeout; suspected Certificate Expiry.
TCK-0005495,1,4,P4,Resolved,2026-07-08 17:05:45+00:00,2026-07-08 17:44:53.620839618+00:00,2026-07-09 09:56:00.046902114+00:00,Authentication,Code Fix,False,None,P4 Network/VPN: users unable to establish tunnel; suspected Authentication.
TCK-0005496,5,1,P3,Closed,2026-04-01 19:30:42+00:00,2026-04-01 20:56:58.584819298+00:00,2026-04-01 23:56:11.643878521+00:00,,Code Fix,False,Medium,P3 Application/Login: session timeout reports; suspected unknown root cause pending RCA.
TCK-0005497,6,2,P3,Closed,2026-02-25 05:33:47+00:00,2026-02-25 06:31:57.972943087+00:00,2026-02-25 15:33:49.327611404+00:00,Code Regression,User Education,True,Medium,P3 Application/Checkout: payment handoff error; suspected Code Regression.
TCK-0005498,7,30,P3,Resolved,2026-06-02 07:05:24+00:00,2026-06-02 09:28:22.757124266+00:00,2026-06-02 19:50:34.098492520+00:00,Code Regression,Knowledge Base,False,Medium,P3 Application/API: token validation failures; suspected Code Regression.
TCK-0005499,9,25,P3,Resolved,2026-03-26 14:41:24+00:00,2026-03-26 17:56:59.212628526+00:00,2026-03-26 19:18:04.615792531+00:00,Permissions,Code Fix,False,None,P3 Security/Access Review: role mapping mismatch; suspected Permissions.
TCK-0005500,10,27,P2,Closed,2026-04-19 10:11:44+00:00,2026-04-19 10:33:49.757033473+00:00,2026-04-19 18:20:00.560913294+00:00,Customer Error,User Education,True,Medium,P2 Billing/Invoice: invoice mismatch; suspected Customer Error.
TCK-0005501,1,10,P4,Resolved,2026-05-07 18:15:09+00:00,2026-05-07 19:16:11.252882438+00:00,2026-05-07 22:31:48.013878563+00:00,Network Latency,Knowledge Base,False,None,P4 Network/VPN: MFA loop during remote login; suspected Network Latency.
TCK-0005502,8,27,P2,Resolved,2026-07-23 06:37:24+00:00,2026-07-23 07:00:47.785500363+00:00,2026-07-23 08:51:17.794426814+00:00,Permissions,User Education,False,Low,P2 Security/SSO: SAML assertion rejected; suspected Permissions.
TCK-0005503,3,13,P3,Resolved,2026-05-21 16:56:52+00:00,2026-05-21 18:41:22.273623614+00:00,2026-05-21 23:25:47.545742914+00:00,Monitoring Noise,Code Fix,False,None,P3 Platform/Compute: pod scheduling delay; suspected Monitoring Noise.
TCK-0005504,4,15,P3,Closed,2026-03-09 08:06:46+00:00,2026-03-09 09:06:51.343660182+00:00,2026-03-09 16:28:52.911433561+00:00,Code Regression,User Education,False,None,P3 Platform/Database: slow queries; suspected Code Regression.
TCK-0005505,6,7,P4,Closed,2026-06-17 20:47:30+00:00,2026-06-18 00:54:54.330757289+00:00,2026-06-18 04:26:20.026354607+00:00,Code Regression,Monitoring Update,True,Low,P4 Application/Checkout: order confirmation delay; suspected Code Regression.
TCK-0005506,3,30,P3,Resolved,2026-04-21 07:47:03+00:00,2026-04-21 08:22:09.118560112+00:00,2026-04-21 16:18:13.488229406+00:00,Capacity,Code Fix,False,Medium,P3 Platform/Compute: node saturation alerts; suspected Capacity.
TCK-0005507,3,21,P2,Resolved,2026-04-22 11:12:31+00:00,2026-04-22 11:22:13.524156326+00:00,2026-04-22 15:33:54.685224053+00:00,Configuration,User Education,False,High,P2 Platform/Compute: pod scheduling delay; suspected Configuration.
TCK-0005508,9,22,P4,Closed,2026-06-07 16:59:13+00:00,2026-06-07 17:03:48.030331598+00:00,2026-06-07 21:21:45.617914084+00:00,Customer Error,User Education,False,None,P4 Security/Access Review: role mapping mismatch; suspected Customer Error.
TCK-0005509,2,13,P3,Resolved,2026-05-15 17:01:44+00:00,2026-05-15 18:38:01.605891972+00:00,2026-05-15 21:58:22.440135264+00:00,Configuration,User Education,False,None,P3 Network/DNS: service discovery timeout; suspected Configuration.
TCK-0005510,6,21,P2,Closed,2026-04-22 06:22:52+00:00,2026-04-22 08:09:18.690868363+00:00,2026-04-22 09:00:12.170143289+00:00,Data Sync,Config Change,True,Medium,P2 Application/Checkout: cart submission timeout; suspected Data Sync.
TCK-0005511,9,12,P4,Resolved,2026-04-28 12:30:07+00:00,2026-04-28 14:54:00.304043648+00:00,2026-04-28 19:48:20.477044040+00:00,Customer Error,User Education,False,None,P4 Security/Access Review: approval workflow delay; suspected Customer Error.
TCK-0005512,12,36,P3,Resolved,2026-07-19 08:08:29+00:00,2026-07-19 08:58:52.592832294+00:00,2026-07-19 15:39:56.849200482+00:00,Code Regression,Config Change,False,Low,P3 Integrations/Webhook: delivery retry storm; suspected Code Regression.
